,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_038335.1,NC_038335.1,12541.0,Nudaurelia capensis omega virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Alphatetraviridae,Omegatetravirus,[2059211],['Gonimbrasia cytherea'],Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Gonimbrasia,Biota,Biota,Invertebrate,,Invertebrate
NC_038774.1,NC_038774.1,373373.0,Rice stripe necrosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[4530],['Oryza sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038775.1,NC_038775.1,373373.0,Rice stripe necrosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[4530],['Oryza sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039224.1,NC_039224.1,76343.0,Beet soil-borne mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[3555],['Beta vulgaris subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039225.1,NC_039225.1,76343.0,Beet soil-borne mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[3555],['Beta vulgaris subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039227.1,NC_039227.1,76343.0,Beet soil-borne mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[3555],['Beta vulgaris subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040710.1,NC_040710.1,2152923.0,Sogatella furcifera hepe-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[113103],['Sogatella furcifera'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Sogatella,Biota,Biota,Invertebrate,,Invertebrate
NC_040717.1,NC_040717.1,2304512.0,Culex Tetra-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Alphatetraviridae,Unclassified,"[2912049, 53527, 7157]","['Culex sp.', 'Culex', 'Culicidae']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_040760.1,NC_040760.1,2364281.0,Wheat stripe mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040761.1,NC_040761.1,2364281.0,Wheat stripe mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
MW837255.1,MW837255.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MW837253.1,MW837253.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MZ983635.1,MZ983635.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
MZ983634.1,MZ983634.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9836],['Camelus'],Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
MW256699.1,MW256699.1,2840013.0,Bemisia tabaci beny-like virus 6,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256698.1,MW256698.1,2840012.0,Bemisia tabaci beny-like virus 5,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256697.1,MW256697.1,2840011.0,Bemisia tabaci beny-like virus 4,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256696.1,MW256696.1,2840010.0,Bemisia tabaci beny-like virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256695.1,MW256695.1,2840009.0,Bemisia tabaci beny-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MK989764.1,MK989764.1,11041.0,Rubella virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Matonaviridae,Rubivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MN714358.1,MN714358.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9825],['Sus scrofa domesticus'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
MK050463.1,MK050463.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9983],['Lepus europaeus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
MH377726.1,MH377726.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MH377725.1,MH377725.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MH377724.1,MH377724.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MH377721.1,MH377721.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KY432905.1,KY432905.1,2055261.0,Hepevirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9989],['Rodentia'],Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
KY432903.1,KY432903.1,2055261.0,Hepevirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9989],['Rodentia'],Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
KY432902.1,KY432902.1,2055261.0,Hepevirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9989],['Rodentia'],Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
KY432901.1,KY432901.1,2055261.0,Hepevirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9989],['Rodentia'],Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
KY432899.1,KY432899.1,2055261.0,Hepevirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9989],['Rodentia'],Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
KY929404.1,KY929404.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MG021328.1,MG021328.1,2054593.0,Necromys lasiurus Hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Orthohepevirus,[30635],['Necromys lasiurus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Necromys,Biota,Biota,Chordata,Rodentia,Rodentia
KU140662.1,KU140662.1,1814004.0,Mangifera indica latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Benyviridae,Benyvirus,[29780],['Mangifera indica'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Biota,Biota,Viridiplantae,,Viridiplantae
KT591534.1,KT591534.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JN597006.1,JN597006.1,2907992.0,Avian hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Avihepevirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
JN997392.1,JN997392.1,2907992.0,Avian hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Avihepevirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
JQ013793.1,JQ013793.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JQ013791.1,JQ013791.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
JN564006.1,JN564006.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MH918640.1,MH918640.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KM516906.1,KM516906.1,1678145.0,Rocahepevirus ratti,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Rocahepevirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
KT633715.1,KT633715.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KC692453.1,KC692453.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KJ507956.1,KJ507956.1,63421.0,Swine hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
JX565469.1,JX565469.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
FJ763142.1,FJ763142.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ610232.1,FJ610232.1,63421.0,Swine hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
ON736438.1,ON736438.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9837],['Camelus bactrianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KX589065.1,KX589065.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[188379],['Egretta garzetta'],Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Biota,Biota,Chordata,Aves,Aves
ON009840.1,ON009840.1,1678145.0,Rocahepevirus ratti,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Rocahepevirus,[100897],['Microtus fortis'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Biota,Biota,Chordata,Rodentia,Rodentia
ON641048.1,ON641048.1,2846073.0,Rubivirus strelense,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Matonaviridae,Rubivirus,[10129],['Apodemus sylvaticus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Biota,Biota,Chordata,Rodentia,Rodentia
MW835253.1,MW835253.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9838],['Camelus dromedarius'],Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
MZ542728.1,MZ542728.1,1678145.0,Rocahepevirus ratti,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Rocahepevirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
OM037109.1,OM037109.1,1678144.0,Avihepevirus magniiecur,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Avihepevirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
MT274725.2,MT274725.2,2652756.0,Rustrela virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Matonaviridae,Rubivirus,[54292],['Apodemus flavicollis'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Biota,Biota,Chordata,Rodentia,Rodentia
MZ676774.1,MZ676774.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
MZ676759.1,MZ676759.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
MZ676750.1,MZ676750.1,1678143.0,Paslahepevirus balayani,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
MW722075.1,MW722075.1,2809460.0,Hepelivirales sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Unclassified,Unclassified,[44386],['Haemaphysalis longicornis'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Haemaphysalis,Biota,Biota,Invertebrate,,Invertebrate
MW589651.1,MW589651.1,2907992.0,Avian hepatitis E virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Avihepevirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
MZ868954.1,MZ868954.1,1678145.0,Rocahepevirus ratti,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Rocahepevirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
MZ736614.1,MZ736614.1,1678144.0,Avihepevirus magniiecur,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Avihepevirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
MT920909.1,MT920909.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
MW795567.1,MW795567.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
MW795566.1,MW795566.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
MK580123.1,MK580123.1,2708636.0,Crustacea hepe-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[79674],['Macrobrachium rosenbergii'],Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Biota,Biota,Invertebrate,,Invertebrate
MN823677.1,MN823677.1,2739892.0,Forsythia suspensa hepe-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MN646694.1,MN646694.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MN646693.1,MN646693.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
MN646691.1,MN646691.1,291484.0,Hepeviridae,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
