,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
EF424625.1,EF424625.1,467339.0,Hepatitis C virus subtype 6q,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF424626.1,EF424626.1,438881.0,Hepatitis C virus subtype 6p,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF424627.1,EF424627.1,413257.0,Hepatitis C virus subtype 6o,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF424629.1,EF424629.1,438880.0,Hepatitis C virus subtype 6c,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF429197.1,EF429197.1,449278.0,West Nile virus SPU116/89,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ654700.1,FJ654700.1,617102.0,Yellow fever virus 17D/Tiantan,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JN704144.1,JN704144.1,981676.0,Bovine viral diarrhea virus 1b,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
JQ920421.1,JQ920421.1,1207926.0,Duck egg-drop syndrome virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[8839],['Anas platyrhynchos'],Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Biota,Biota,Chordata,Aves,Aves
JX227952.1,JX227952.1,1208063.0,Hepatitis C virus subtype 2k/1b,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227953.1,JX227953.1,356466.0,Hepatitis C virus subtype 2k,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227954.1,JX227954.1,42792.0,Hepatitis C virus subtype 3g,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227955.1,JX227955.1,1094895.0,Hepatitis C virus subtype 3i,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227958.1,JX227958.1,1094898.0,Hepatitis C virus subtype 4L,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227960.1,JX227960.1,1208062.0,Hepatitis C virus subtype 4v,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227962.1,JX227962.1,693427.0,Hepatitis C virus subtype 4r,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227963.1,JX227963.1,1094899.0,Hepatitis C virus subtype 4g,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227965.1,JX227965.1,31651.0,Hepatitis C virus subtype 2c,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227967.1,JX227967.1,1094901.0,Hepatitis C virus subtype 2m,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227972.1,JX227972.1,1094900.0,Hepatitis C virus subtype 4m,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
JX227979.1,JX227979.1,745709.0,Hepatitis C virus subtype 4o,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KC815311.1,KC815311.1,1985363.0,Pegivirus J,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[56216],['Neotoma lepida'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Biota,Biota,Chordata,Rodentia,Rodentia
KF917538.1,KF917538.1,64313.0,Naranjal virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[10036],['Mesocricetus auratus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Rodentia,Rodentia
KJ660072.1,KJ660072.1,219447.0,Pestivirus PG-2,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KM225265.1,KM225265.1,1534468.0,Torres virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,"[7160, 7157]","['Aedes albopictus', 'Culicidae']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
KM408491.1,KM408491.1,1594788.0,Pestivirus Burdur/05-TR,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9925],['Capra hircus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
M91671.1,M91671.1,11093.0,Flavivirus sp.,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[7159],['Aedes aegypti'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_001461.1,NC_001461.1,11099.0,Bovine viral diarrhea virus 1,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_001655.1,NC_001655.1,2847087.0,GB virus-B,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,"[9486, 9483]","['Saguinus', 'Callithrix jacchus']",Metazoa,Chordata,Mammalia,Primates,Cebidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_001710.1,NC_001710.1,54290.0,GB virus C,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_001837.1,NC_001837.1,1307800.0,Pegivirus A,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,"[9490, 9488, 78454, 9489, 9483, 9505]","['Saguinus oedipus', 'Saguinus mystax', 'Saguinus labiatus', 'Leontocebus nigricollis', 'Callithrix jacchus', 'Aotus trivirgatus']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_003676.1,NC_003676.1,64280.0,Apoi virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,"[105296, 61837]","['Apodemus speciosus', 'Apodemus argenteus']",Metazoa,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_003678.1,NC_003678.1,119222.0,Pestivirus giraffe-1 H138,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9894],['Giraffa camelopardalis'],Metazoa,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_003679.1,NC_003679.1,358764.0,Border disease virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,"[9940, 9925, 9913]","['Ovis aries', 'Capra hircus', 'Bos taurus']",Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_004119.1,NC_004119.1,64312.0,Montana myotis leukoencephalitis virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[59463],['Myotis lucifugus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_005039.1,NC_005039.1,64294.0,Yokose virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[187007],['Miniopterus fuliginosus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_005064.1,NC_005064.1,218849.0,Kamiti River virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[7158],['Aedes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_008719.1,NC_008719.1,44026.0,Sepik virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[7157],['Culicidae'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_009823.1,NC_009823.1,40271.0,Hepatitis C virus genotype 2,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9598],['Pan troglodytes'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Biota,Biota,Chordata,Primates,Primates
NC_009824.1,NC_009824.1,356114.0,Hepatitis C virus genotype 3,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_009826.1,NC_009826.1,33746.0,Hepatitis C virus genotype 5,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_009827.1,NC_009827.1,42182.0,Hepatitis C virus genotype 6,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_012533.1,NC_012533.1,64311.0,Kedougou virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[7157],['Culicidae'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_012534.1,NC_012534.1,64290.0,Bagaza virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_012671.1,NC_012671.1,643132.0,Quang Binh virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,"[7178, 7157]","['Culex tritaeniorhynchus', 'Culicidae']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_012812.1,NC_012812.1,402584.0,Bovine viral diarrhea virus 3 Th/04_KhonKaen,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_012932.1,NC_012932.1,390845.0,Aedes flavivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_017086.1,NC_017086.1,631267.0,Chaoyang virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,"[7175, 124917, 7163, 1451302, 7160]","['Culex pipiens', 'Armigeres subalbatus', 'Aedes vexans', 'Aedes bekkui', 'Aedes albopictus']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_018713.1,NC_018713.1,2756242.0,Aydin-like pestivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9940],['Ovis aries'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_020902.1,NC_020902.1,1307803.0,Equine pegivirus 1,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[9796],['Equus caballus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_021069.1,NC_021069.1,673515.0,Mosquito flavivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[7178],['Culex tritaeniorhynchus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_023176.1,NC_023176.1,412969.0,Porcine pestivirus isolate Bungowannah,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_023424.1,NC_023424.1,40004.0,Tyuleniy virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[59655],['Ixodes uriae'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Biota,Biota,Invertebrate,,Invertebrate
NC_024017.1,NC_024017.1,1485186.0,Nhumirim virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[707280],['Culex chidesteri'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_024018.2,NC_024018.2,188938.0,Pronghorn antelope pestivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[9891],['Antilocapra americana'],Metazoa,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_024112.1,NC_024112.1,1491393.0,Jingmen tick virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[6941],['Rhipicephalus microplus'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Biota,Biota,Invertebrate,,Invertebrate
NC_024113.1,NC_024113.1,1491393.0,Jingmen tick virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[6941],['Rhipicephalus microplus'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Biota,Biota,Invertebrate,,Invertebrate
NC_024114.1,NC_024114.1,1491393.0,Jingmen tick virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[6941],['Rhipicephalus microplus'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Biota,Biota,Invertebrate,,Invertebrate
NC_024299.2,NC_024299.2,1286143.0,Nienokoue virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,"[2912049, 53527]","['Culex sp.', 'Culex']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_024805.1,NC_024805.1,1445557.0,Ilomantsi virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,"[743694, 38782]","['Ochlerotatus riparius', 'Anopheles sp.']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024806.1,NC_024806.1,649187.0,Lammi virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[120872],['Aedes cinereus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_024889.1,NC_024889.1,1416349.0,Equine hepacivirus JPN3/JAPAN/2013,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[9796],['Equus caballus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_025672.1,NC_025672.1,1562038.0,Norway rat hepacivirus 1,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_025673.1,NC_025673.1,1562039.0,Norway rat hepacivirus 2,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_025677.1,NC_025677.1,1562066.0,Norway rat pestivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_025679.1,NC_025679.1,1562065.0,Norway rat pegivirus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_026624.1,NC_026624.1,64317.0,Sokoluk virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[59474],['Pipistrellus pipistrellus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_027817.1,NC_027817.1,1708654.0,Parramatta River virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[569589],['Ochlerotatus vigilax'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Ochlerotatus,Biota,Biota,Invertebrate,,Invertebrate
NC_027819.1,NC_027819.1,1708574.0,Mercadeo virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[2912049],['Culex sp.'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_027998.2,NC_027998.2,1729141.0,Human pegivirus 2,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_027999.1,NC_027999.1,1566298.0,Paraiso Escondido virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,[869609],['Psathyromyia abonnenci'],Metazoa,Arthropoda,Insecta,Diptera,Psychodidae,Psathyromyia,Biota,Biota,Invertebrate,,Invertebrate
NC_028137.1,NC_028137.1,1685953.0,Macrosiphum euphorbiae virus 1,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[13131],['Macrosiphum euphorbiae'],Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Biota,Biota,Invertebrate,,Invertebrate
NC_028377.1,NC_028377.1,1746066.0,Wenling shark virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,[263716],['Proscyllium habereri'],Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Proscylliidae,Proscyllium,Biota,Biota,Chordata,Fish,Fish
NC_030289.1,NC_030289.1,64296.0,Edge Hill virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,[9307],['Macropodidae'],Metazoa,Chordata,Mammalia,Diprotodontia,Macropodidae,Unclassified,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_030291.1,NC_030291.1,2847088.0,GB virus-D,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,[143291],['Pteropus giganteus'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_030400.1,NC_030400.1,667516.0,Nakiwogo virus,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Unclassified,[667564],['Mansonia africana'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Mansonia,Biota,Biota,Invertebrate,,Invertebrate
