,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
AY429470.1,AY429470.1,12075.0,Swine vesicular disease virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY508697.1,AY508697.1,269638.0,Bovine enterovirus type 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY556057.1,AY556057.1,222889.0,Enterovirus B74,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY556070.1,AY556070.1,282345.0,Enterovirus B75,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY593765.1,AY593765.1,12111.0,Foot-and-mouth disease virus A,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY593840.1,AY593840.1,12122.0,Foot-and-mouth disease virus SAT 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY593847.1,AY593847.1,35292.0,Foot-and-mouth disease virus SAT 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY593851.1,AY593851.1,12123.0,Foot-and-mouth disease virus SAT 3,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,[9940],['Ovis aries'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AY773285.1,AY773285.1,297248.0,Enterovirus A90,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843297.1,AY843297.1,2760813.0,enterovirus B79,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY843298.1,AY843298.1,318563.0,Enterovirus B80,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY843299.1,AY843299.1,318564.0,Enterovirus B81,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY843300.1,AY843300.1,318565.0,Enterovirus B82,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY843301.1,AY843301.1,318566.0,Enterovirus B83,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
AY843302.1,AY843302.1,222887.0,Enterovirus B77,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843303.1,AY843303.1,318568.0,Enterovirus B85,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843304.1,AY843304.1,318569.0,Enterovirus B86,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843305.1,AY843305.1,318570.0,Enterovirus B87,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843306.1,AY843306.1,318571.0,Enterovirus B88,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY843308.1,AY843308.1,408681.0,Enterovirus B101,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
AY876912.1,AY876912.1,310755.0,Human enterovirus Ningbo3-02,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
D00239.1,D00239.1,2777147.0,rhinovirus A1B,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
D00538.1,D00538.1,12070.0,Human coxsackievirus A21 Coe,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
D00627.1,D00627.1,12067.0,Coxsackievirus A9,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9606]","['Macaca mulatta', 'Homo sapiens']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
D90457.1,D90457.1,12089.0,Coxsackievirus A24,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ358078.1,DQ358078.1,42782.0,Coxsackievirus A20,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ456824.1,DQ456824.1,379081.0,Norovirus Hu/MK04/2004/JP,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473486.1,DQ473486.1,147681.0,rhinovirus B6,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473488.1,DQ473488.1,147679.0,Rhinovirus B48,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473490.1,DQ473490.1,185889.0,rhinovirus B4,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473492.1,DQ473492.1,185928.0,rhinovirus A73,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473497.1,DQ473497.1,12135.0,rhinovirus A23,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473500.1,DQ473500.1,185918.0,rhinovirus A59,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473504.1,DQ473504.1,185939.0,rhinovirus A88,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473505.1,DQ473505.1,147673.0,rhinovirus A36,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473506.1,DQ473506.1,167324.0,rhinovirus A46,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473508.1,DQ473508.1,147672.0,rhinovirus A28,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473510.1,DQ473510.1,185930.0,rhinovirus A75,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ473511.1,DQ473511.1,185915.0,rhinovirus A55,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ902712.1,DQ902712.1,318567.0,Enterovirus B84,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ902713.1,DQ902713.1,325447.0,Enterovirus B100,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ995640.1,DQ995640.1,42772.0,Coxsackievirus A13,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
DQ995647.1,DQ995647.1,42783.0,Coxsackievirus A22,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF014462.1,EF014462.1,223997.0,Murine norovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
EF067923.1,EF067923.1,427748.0,Duck hepatitis virus 2 strain 04G,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Avihepatovirus,[8839],['Anas platyrhynchos'],Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Biota,Biota,Chordata,Aves,Aves
EF173415.1,EF173415.1,147684.0,rhinovirus A12,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF173420.1,EF173420.1,150904.0,rhinovirus B17,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF173423.1,EF173423.1,147680.0,rhinovirus B37,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF552692.1,EF552692.1,461291.0,Foot-and-mouth disease virus O/UKG/7299/2001,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,[9940],['Ovis aries'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
EF555644.1,EF555644.1,1295563.0,Enterovirus C99,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF555645.1,EF555645.1,2760818.0,enterovirus C102,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF582386.1,EF582386.1,1418031.0,rhinovirus C5,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF667343.1,EF667343.1,2870395.0,enterovirus A124,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9534]","['Macaca mulatta', 'Chlorocebus aethiops']",Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
EF667344.1,EF667344.1,469959.0,Enterovirus A92,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,"[9544, 9534]","['Macaca mulatta', 'Chlorocebus aethiops']",Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
EU004663.1,EU004663.1,463709.0,Murine norovirus GV/WU11/2005/USA,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,"[10090, 10088]","['Mus musculus', 'Mus']",Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
EU004681.1,EU004681.1,463727.0,Murine norovirus GV/CR15/2005/USA,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,"[10090, 10088]","['Mus musculus', 'Mus']",Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
EU376394.1,EU376394.1,1425211.0,Saffold virus 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Cardiovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EU716175.1,EU716175.1,602074.0,Human parechovirus 8,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Parechovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ007373.1,FJ007373.1,1917071.0,enterovirus J103,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,[9544],['Macaca mulatta'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
