,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_055144.1,NC_055144.1,1708389.0,Sclerotinia sclerotiorum ourmia-like virus 1,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_055145.1,NC_055145.1,1708390.0,Sclerotinia sclerotiorum ourmia-like virus 2,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
ON038393.1,ON038393.1,2964633.0,Monilinia fructicola botourmiavirus 6,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[38448],['Monilinia fructicola'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Biota,Biota,Fungi,,Fungi
MW454914.1,MW454914.1,2879901.0,Sclerotinia sclerotiorum ourmia-like virus 21,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
MW454909.1,MW454909.1,2879898.0,Sclerotinia sclerotiorum ourmia-like virus 18,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
MW454912.1,MW454912.1,2879900.0,Sclerotinia sclerotiorum ourmia-like virus 20,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
MK372909.1,MK372909.1,2599431.0,Rhizoctonia solani ourmia-like virus 5,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betarhizoulivirus,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MK372907.1,MK372907.1,2599429.0,Rhizoctonia solani ourmia-like virus 3,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Rhizoulivirus,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MK372906.1,MK372906.1,2599428.0,Rhizoctonia solani ourmia-like virus 2,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Rhizoulivirus,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MF375889.2,MF375889.2,2086648.0,Entoleuca ourmia-like virus 1,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,[97379],['Entoleuca'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Entoleuca,Biota,Biota,Fungi,,Fungi
MN605471.1,MN605471.1,2735955.0,Botrytis cinerea ourmia-like virus 5,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Deltascleroulivirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MN605469.1,MN605469.1,2735953.0,Botrytis cinerea ourmia-like virus 3,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MN605468.1,MN605468.1,2735952.0,Botrytis cinerea ourmia-like virus 2,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MN605467.1,MN605467.1,2735943.0,Botrytis cinerea ourmia-like virus 1,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MN611631.1,MN611631.1,2741764.0,Erysiphe necator associated ourmia-like virus 103,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN611596.1,MN611596.1,2741848.0,Erysiphe necator associated ourmia-like virus 68,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN611567.1,MN611567.1,2741819.0,Erysiphe necator associated ourmia-like virus 39,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN611565.1,MN611565.1,2741817.0,Erysiphe necator associated ourmia-like virus 37,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MW423803.1,MW423803.1,2827438.0,Armillaria mellea ourmia-like virus 2,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[47429],['Armillaria mellea'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Biota,Biota,Fungi,,Fungi
MW423802.1,MW423802.1,2827437.0,Armillaria mellea ourmia-like virus 1,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[47429],['Armillaria mellea'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Biota,Biota,Fungi,,Fungi
NC_011069.1,NC_011069.1,186786.0,Ourmia melon virus,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,"[3656, 4100]","['Cucumis melo', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013111.1,NC_013111.1,561576.0,Cassava virus C,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,"[3983, 4100]","['Manihot esculenta', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_028476.1,NC_028476.1,1872719.0,Botrytis ourmia-like virus,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,[1615967],['Botrytis sp. V446'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
NC_043683.1,NC_043683.1,1858671.0,Magnaporthe oryzae ourmia-like virus,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,[318829],['Pyricularia oryzae'],Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Biota,Biota,Fungi,,Fungi
MN744730.1,MN744730.1,2778989.0,Lentinula edodes magoulivirus virus 1,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,[5353],['Lentinula edodes'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Biota,Biota,Fungi,,Fungi
MK372908.1,MK372908.1,2599430.0,Rhizoctonia solani ourmia-like virus 4,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Rhizoulivirus,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
OK165499.1,OK165499.1,2923330.0,Sclerotinia sclerotiorum ourmia-like virus 22-HC025,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Unclassified,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
MN611620.1,MN611620.1,2741872.0,Erysiphe necator associated ourmia-like virus 92,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Ourmiavirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
