,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
KC685626.1,KC685626.1,1313165.0,Paralichthys olivaceus rhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Novirhabdovirus,[8255],['Paralichthys olivaceus'],Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,Biota,Biota,Chordata,Fish,Fish
NC_000855.1,NC_000855.1,1147160.0,Viral hemorrhagic septicemia virus Fil3,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Novirhabdovirus,"[55118, 8015, 8008, 8256, 8045]","['Clupeidae', 'Salmonidae', 'Esocidae', 'Pleuronectidae', 'Gadidae']",Metazoa,Chordata,Actinopteri,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Fish,Fish
NC_000903.1,NC_000903.1,103603.0,Snakehead virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Novirhabdovirus,"[203314, 64152]","['Gobiosoma bosc', 'Channa striata']",Metazoa,Chordata,Actinopteri,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Fish,Fish
NC_001552.1,NC_001552.1,11191.0,Murine respirovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Respirovirus,"[10116, 10090, 36483, 10144]","['Rattus norvegicus', 'Mus musculus', 'Cricetinae gen. sp.', 'Cavia cutleri']",Metazoa,Chordata,Mammalia,Rodentia,Unclassified,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
NC_001796.2,NC_001796.2,11216.0,Human respirovirus 3,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Respirovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_001803.1,NC_001803.1,12814.0,Respiratory syncytial virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_001989.1,NC_001989.1,11246.0,Bovine orthopneumovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_002161.1,NC_002161.1,11215.0,Bovine respirovirus 3,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Respirovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_002199.1,NC_002199.1,92129.0,Tupaia paramyxovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Narmovirus,[37347],['Tupaia belangeri'],Metazoa,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_002251.1,NC_002251.1,1985704.0,Cytorhabdovirus gramineae,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Cytorhabdovirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002803.1,NC_002803.1,696863.0,Sprivivirus cyprinus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,[7962],['Cyprinus carpio'],Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Biota,Biota,Chordata,Fish,Fish
NC_003243.1,NC_003243.1,90961.0,Lyssavirus australis,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[446910],['Saccolaimus flaviventris'],Metazoa,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccolaimus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_003443.1,NC_003443.1,2560525.0,Human orthorubulavirus 2,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_003746.1,NC_003746.1,59380.0,Rice yellow stunt nucleorhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Alphanucleorhabdovirus,[4530],['Oryza sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004074.1,NC_004074.1,162013.0,Tioman virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Pararubulavirus,[9405],['Pteropus hypomelanus'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_005084.2,NC_005084.2,2907837.0,Fer-de-lance virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Ferlavirus,[8725],['Bothrops atrox'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Biota,Biota,Chordata,Reptilia,Reptilia
NC_005283.1,NC_005283.1,37131.0,Dolphin morbillivirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,"[9723, 9726]","['Platanistidae', 'Delphinidae']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_005975.1,NC_005975.1,279896.0,Maize mosaic nucleorhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Alphanucleorhabdovirus,"[4554, 4577, 4558, 300124]","['Setaria', 'Zea mays', 'Sorghum bicolor', 'Rottboellia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006296.2,NC_006296.2,11242.0,Rinderpest virus (strain Kabete O),Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,"[9821, 9940, 9832, 9894, 9933, 9925, 89462, 9913, 9915]","['Suidae', 'Ovis aries', 'Hippopotamus', 'Giraffa camelopardalis', 'Gazella', 'Capra hircus', 'Bubalus bubalis', 'Bos taurus', 'Bos indicus']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_006428.1,NC_006428.1,2560766.0,Simian orthorubulavirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,[314293],['Simiiformes'],Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_006942.1,NC_006942.1,2908018.0,Taro vein chlorosis virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Alphanucleorhabdovirus,[4460],['Colocasia esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007020.1,NC_007020.1,318558.0,Tupaia virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Tupavirus,"[37347, 9394]","['Tupaia belangeri', 'Tupaia']",Metazoa,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_007454.1,NC_007454.1,322067.0,J-virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Jeilongvirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_007642.1,NC_007642.1,32612.0,Lettuce necrotic yellows virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Cytorhabdovirus,"[35889, 50207, 255580, 43208, 4236, 43191]","['Nicotiana glutinosa', 'Sonchus oleraceus', 'Sonchus hydrophilus', 'Reichardia tingitana', 'Lactuca sativa', 'Embergeria']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009489.1,NC_009489.1,2560582.0,Mapuera orthorubulavirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,[27660],['Sturnira lilium'],Metazoa,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_009609.1,NC_009609.1,152177.0,Dichorhavirus orchidaceae,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Dichorhavirus,"[38198, 228483, 36459, 37818, 45173, 154697, 125146, 14366, 38220, 53064]","['Vanda', 'Renanthera', 'Phalaenopsis', 'Dendrobium', 'Oncidium', 'Odontoglossum', 'Miltonia', 'Cymbidium', 'Coelogyne', 'Paphiopedilum']",Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009640.1,NC_009640.1,2560645.0,Porcine orthorubulavirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_011558.1,NC_011558.1,1985698.0,Varicosavirus lactucae,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Varicosavirus,[4236],['Lactuca sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011568.1,NC_011568.1,1985698.0,Varicosavirus lactucae,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Varicosavirus,[4236],['Lactuca sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016136.1,NC_016136.1,195060.0,Potato yellow dwarf nucleorhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Alphanucleorhabdovirus,"[4113, 4093, 4100]","['Solanum tuberosum', 'Nicotiana rustica', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016144.1,NC_016144.1,1513237.0,Lloviu cuevavirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Cuevavirus,[9433],['Miniopterus schreibersii'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_017714.1,NC_017714.1,318836.0,Kotonkan virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Ephemerovirus,[2726158],['Culicoides sp.'],Metazoa,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Biota,Biota,Invertebrate,,Invertebrate
NC_017937.1,NC_017937.1,590647.0,Nariva virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Narmovirus,[157541],['Zygodontomys brevicauda'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Zygodontomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_018381.2,NC_018381.2,1211480.0,Persimmon virus A,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Cytorhabdovirus,[35925],['Diospyros kaki'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018629.1,NC_018629.1,1167696.0,Ikoma lyssavirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[94186],['Civettictis civetta'],Metazoa,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Biota,Biota,Chordata,Carnivora,Carnivora
NC_019531.1,NC_019531.1,28274.0,Avian paramyxovirus 4,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Paraavulavirus,[75857],['Anas rubripes'],Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Biota,Biota,Chordata,Aves,Aves
NC_020803.1,NC_020803.1,1256869.0,Perhabdovirus perca,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Perhabdovirus,[8168],['Perca fluviatilis'],Metazoa,Chordata,Actinopteri,Perciformes,Percidae,Perca,Biota,Biota,Chordata,Fish,Fish
NC_020808.1,NC_020808.1,211977.0,Lyssavirus aravan,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[109482],['Myotis blythii'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_021928.1,NC_021928.1,11224.0,Human parainfluenza virus 4a,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_022580.1,NC_022580.1,666962.0,Drosophila obscura sigmavirus 10A,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sigmavirus,[7282],['Drosophila obscura'],Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Biota,Biota,Invertebrate,,Invertebrate
NC_022581.1,NC_022581.1,685443.0,Eel virus European X,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Perhabdovirus,[7936],['Anguilla anguilla'],Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Biota,Biota,Chordata,Fish,Fish
NC_024296.1,NC_024296.1,1715291.0,Canary bornavirus 3,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,[9135],['Serinus canaria'],Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Biota,Biota,Chordata,Aves,Aves
NC_024376.1,NC_024376.1,1424280.0,Sierra Nevada virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Nyamiviridae,Nyavirus,[92741],['Ornithodoros coriaceus'],Metazoa,Arthropoda,Arachnida,Ixodida,Argasidae,Ornithodoros,Biota,Biota,Invertebrate,,Invertebrate
NC_024702.1,NC_024702.1,1034377.0,Socyvirus heteroderae,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Nyamiviridae,Socyvirus,[51029],['Heterodera glycines'],Metazoa,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Heterodera,Biota,Biota,Invertebrate,,Invertebrate
NC_024778.1,NC_024778.1,1881951.0,Loveridges garter snake virus 1,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,[1539979],['Elapsoidea loveridgei'],Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Elapsoidea,Biota,Biota,Chordata,Reptilia,Reptilia
NC_025251.1,NC_025251.1,1072176.0,Lyssavirus bokeloh,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[109481],['Myotis nattereri'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025256.1,NC_025256.1,2847089.0,Ghana virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,[77214],['Eidolon helvum'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025341.1,NC_025341.1,1408144.0,Fikirini rhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Ledantevirus,[110941],['Macronycteris commersoni'],Metazoa,Chordata,Mammalia,Chiroptera,Hipposideridae,Macronycteris,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025343.1,NC_025343.1,1452514.0,Sosuga virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Pararubulavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_025345.1,NC_025345.1,1195087.0,Sunshine Coast virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Sunviridae,Sunshinevirus,[51883],['Aspidites melanocephalus'],Metazoa,Chordata,Lepidosauria,Squamata,Pythonidae,Aspidites,Biota,Biota,Chordata,Reptilia,Reptilia
NC_025348.1,NC_025348.1,798073.0,Tuhoko virus 2,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Pararubulavirus,[9408],['Rousettus leschenaultii'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025351.1,NC_025351.1,1221391.0,Cedar virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,[1562770],['Pteropus sp.'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025352.1,NC_025352.1,1474807.0,Mojiang virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,[1167227],['Rattus tanezumi sladeni'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_025355.1,NC_025355.1,1117633.0,Tailam virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Jeilongvirus,[69077],['Rattus andamanensis'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_025356.1,NC_025356.1,219584.0,Sprivivirus esox,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,[8010],['Esox lucius'],Metazoa,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Biota,Biota,Chordata,Fish,Fish
NC_025359.1,NC_025359.1,698672.0,Moussa virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Mousrhavirus,[299630],['Culex decens'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_025360.1,NC_025360.1,381543.0,Salmon aquaparamyxovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Aquaparamyxovirus,[8030],['Salmo salar'],Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Biota,Biota,Chordata,Fish,Fish
NC_025362.1,NC_025362.1,1272959.0,Xiburema virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Arurhavirus,[758603],['Sabethes intermedius'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Sabethes,Biota,Biota,Invertebrate,,Invertebrate
NC_025363.1,NC_025363.1,2560320.0,Avian orthoavulavirus 12,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthoavulavirus,"[8838, 9031]","['Mareca penelope', 'Gallus gallus']",Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_025364.1,NC_025364.1,1972570.0,Vesiculovirus malpais,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,[909054],['Ochlerotatus campestris'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Ochlerotatus,Biota,Biota,Invertebrate,,Invertebrate
NC_025365.1,NC_025365.1,746543.0,Lyssavirus shimoni,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[110941],['Macronycteris commersoni'],Metazoa,Chordata,Mammalia,Chiroptera,Hipposideridae,Macronycteris,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025371.1,NC_025371.1,1288358.0,Tench rhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,[27717],['Tinca tinca'],Metazoa,Chordata,Actinopteri,Cypriniformes,Tincidae,Tinca,Biota,Biota,Chordata,Fish,Fish
NC_025373.1,NC_025373.1,2560327.0,Avian paraavulavirus 3,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Paraavulavirus,[9103],['Meleagris gallopavo'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Biota,Biota,Chordata,Aves,Aves
NC_025376.1,NC_025376.1,1288359.0,Grass carp virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,[7959],['Ctenopharyngodon idella'],Metazoa,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Ctenopharyngodon,Biota,Biota,Chordata,Fish,Fish
NC_025377.1,NC_025377.1,249584.0,Lyssavirus caucasicus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[9433],['Miniopterus schreibersii'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025382.1,NC_025382.1,1481139.0,Spodoptera frugiperda rhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Betapaprhavirus,[7108],['Spodoptera frugiperda'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Biota,Biota,Invertebrate,,Invertebrate
NC_025383.1,NC_025383.1,1483724.0,Sclerotinia sclerotiorum negative-stranded RNA virus 1,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_025384.1,NC_025384.1,936308.0,Culex tritaeniorhynchus rhabdovirus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Merhavirus,[7178],['Culex tritaeniorhynchus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_025385.1,NC_025385.1,237716.0,Lyssavirus khujand,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,[109479],['Myotis mystacinus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_025386.1,NC_025386.1,120499.0,Salem virus,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Salemvirus,[9796],['Equus caballus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
