,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_004019.1,NC_004019.1,191436.0,Gremmeniella abietina RNA virus MS1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Gammapartitivirus,[127520],['Gremmeniella abietina'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Godroniaceae,Gremmeniella,Biota,Biota,Fungi,,Fungi
NC_004020.1,NC_004020.1,191436.0,Gremmeniella abietina RNA virus MS1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Gammapartitivirus,[127520],['Gremmeniella abietina'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Godroniaceae,Gremmeniella,Biota,Biota,Fungi,,Fungi
NC_005976.2,NC_005976.2,216371.0,Penicillium stoloniferum virus S,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Gammapartitivirus,"[946125, 1343417, 40380]","['Diplocarpon rosae', 'Penicillium stoloniferum', 'Aspergillus ochraceus']",Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Biota,Biota,Fungi,,Fungi
NC_005977.2,NC_005977.2,216371.0,Penicillium stoloniferum virus S,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Gammapartitivirus,"[946125, 1343417, 40380]","['Diplocarpon rosae', 'Penicillium stoloniferum', 'Aspergillus ochraceus']",Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Biota,Biota,Fungi,,Fungi
NC_006275.1,NC_006275.1,292052.0,White clover cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[3899],['Trifolium repens'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006276.1,NC_006276.1,292052.0,White clover cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[3899],['Trifolium repens'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006431.1,NC_006431.1,245101.0,Cryphonectria hypovirus 4,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Betahypovirus,[5116],['Cryphonectria parasitica'],Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Cryphonectria,Biota,Biota,Fungi,,Fungi
NC_006960.1,NC_006960.1,674983.0,Pleurotus ostreatus virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[5322],['Pleurotus ostreatus'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Biota,Biota,Fungi,,Fungi
NC_006961.1,NC_006961.1,674983.0,Pleurotus ostreatus virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[5322],['Pleurotus ostreatus'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Biota,Biota,Fungi,,Fungi
NC_007026.1,NC_007026.1,145856.0,Human picobirnavirus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,Orthopicobirnavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
NC_007027.1,NC_007027.1,145856.0,Human picobirnavirus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,Orthopicobirnavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
NC_007221.1,NC_007221.1,296210.0,Penicillium stoloniferum virus F,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Gammapartitivirus,[1343417],['Penicillium stoloniferum'],Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Biota,Biota,Fungi,,Fungi
NC_007241.1,NC_007241.1,54289.0,Vicia cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007242.1,NC_007242.1,54289.0,Vicia cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007537.1,NC_007537.1,235994.0,Rosellinia necatrix partitivirus 1-W8,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_008191.1,NC_008191.1,348449.0,Raphanus sativus cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009519.1,NC_009519.1,335204.0,Fragaria chiloensis cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009520.1,NC_009520.1,335204.0,Fragaria chiloensis cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009521.1,NC_009521.1,335204.0,Fragaria chiloensis cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010343.1,NC_010343.1,351495.0,Raphanus sativus cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010344.1,NC_010344.1,351495.0,Raphanus sativus cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010345.1,NC_010345.1,351495.0,Raphanus sativus cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010346.1,NC_010346.1,492502.0,Rose cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3764],['Rosa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010347.1,NC_010347.1,492502.0,Rose cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3764],['Rosa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010348.1,NC_010348.1,492502.0,Rose cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3764],['Rosa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010349.1,NC_010349.1,425010.0,Botryotinia fuckeliana partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
NC_010350.1,NC_010350.1,425010.0,Botryotinia fuckeliana partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
NC_010705.1,NC_010705.1,235434.0,Ceratocystis polonica partitivirus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[1580850],['Endoconidiophora polonica'],Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Endoconidiophora,Biota,Biota,Fungi,,Fungi
NC_010706.1,NC_010706.1,235434.0,Ceratocystis polonica partitivirus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[1580850],['Endoconidiophora polonica'],Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Endoconidiophora,Biota,Biota,Fungi,,Fungi
NC_010754.1,NC_010754.1,674982.0,Ceratocystis resinifera virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[1580851],['Endoconidiophora resinifera'],Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Endoconidiophora,Biota,Biota,Fungi,,Fungi
NC_011556.1,NC_011556.1,509923.0,Beet cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011557.1,NC_011557.1,509923.0,Beet cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011591.1,NC_011591.1,591166.0,Southern tomato virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,Amalgavirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011705.1,NC_011705.1,580254.0,Raphanus sativus cryptic virus 3,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011706.1,NC_011706.1,580254.0,Raphanus sativus cryptic virus 3,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[3726],['Raphanus sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013015.1,NC_013015.1,659497.0,Sclerotinia sclerotiorum partitivirus S,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_013470.1,NC_013470.1,687918.0,Fusarium graminearum dsRNA mycovirus 4,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Curvulaviridae,Orthocurvulavirus,[5518],['Fusarium graminearum'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Biota,Biota,Fungi,,Fungi
NC_013471.1,NC_013471.1,687918.0,Fusarium graminearum dsRNA mycovirus 4,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Curvulaviridae,Orthocurvulavirus,[5518],['Fusarium graminearum'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Biota,Biota,Fungi,,Fungi
NC_014481.1,NC_014481.1,878260.0,Rhododendron virus A,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,Amalgavirus,[191528],['Rhododendron maximum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Biota,Biota,Viridiplantae,,Viridiplantae
NC_014593.1,NC_014593.1,430710.0,Blueberry latent virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,Amalgavirus,"[69266, 13749]","['Vaccinium corymbosum', 'Vaccinium']",Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_017988.1,NC_017988.1,1183241.0,Persimmon cryptic virus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[35925],['Diospyros kaki'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Biota,Biota,Viridiplantae,,Viridiplantae
NC_020234.1,NC_020234.1,859651.0,Rosellinia necatrix partitivirus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_020235.1,NC_020235.1,859651.0,Rosellinia necatrix partitivirus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_021094.1,NC_021094.1,1323525.0,White clover cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[3899],['Trifolium repens'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021095.1,NC_021095.1,1323525.0,White clover cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[3899],['Trifolium repens'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021096.1,NC_021096.1,1323524.0,Red clover cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[57577],['Trifolium pratense'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021097.1,NC_021097.1,1323524.0,Red clover cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[57577],['Trifolium pratense'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021098.1,NC_021098.1,1323523.0,Hop trefoil cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[47085],['Medicago lupulina'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021099.1,NC_021099.1,1323523.0,Hop trefoil cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[47085],['Medicago lupulina'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021148.1,NC_021148.1,1323529.0,Dill cryptic virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[40922],['Anethum graveolens'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021873.1,NC_021873.1,1415665.0,Ustilaginoidea virens partitivirus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[1159556],['Ustilaginoidea virens'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Ustilaginoidea,Biota,Biota,Fungi,,Fungi
NC_021874.1,NC_021874.1,1415665.0,Ustilaginoidea virens partitivirus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[1159556],['Ustilaginoidea virens'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Ustilaginoidea,Biota,Biota,Fungi,,Fungi
NC_022614.1,NC_022614.1,1408895.0,Dill cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[40922],['Anethum graveolens'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022615.1,NC_022615.1,1408895.0,Dill cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[40922],['Anethum graveolens'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022616.1,NC_022616.1,1408894.0,Red clover cryptic virus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[57577],['Trifolium pratense'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_023680.1,NC_023680.1,1284208.0,Fusarium graminearum hypovirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Alphahypovirus,[5518],['Fusarium graminearum'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Biota,Biota,Fungi,,Fungi
NC_023685.1,NC_023685.1,1411681.0,Rhizoctonia solani dsRNA virus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[983506],['Rhizoctonia solani AG-1 IA'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
NC_024485.1,NC_024485.1,1476202.0,Rosellinia necatrix fusarivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Alphafusarivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_024685.1,NC_024685.1,1523858.0,Phomopsis longicolla hypovirus,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Hypovirus,[54899],['Diaporthe longicolla'],Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Biota,Biota,Fungi,,Fungi
NC_024699.1,NC_024699.1,1532180.0,Penicillium roqueforti ssRNA mycovirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Alphafusarivirus,[5082],['Penicillium roqueforti'],Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Biota,Biota,Fungi,,Fungi
NC_026813.1,NC_026813.1,1640379.0,Fusarium graminearum hypovirus 2,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Hypovirus,[5518],['Fusarium graminearum'],Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Biota,Biota,Fungi,,Fungi
NC_027208.1,NC_027208.1,1661062.0,Sclerotinia sclerotiorum fusarivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Betafusarivirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_027822.1,NC_027822.1,1310424.0,Verticillium dahliae partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[4145],['Olea'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027823.1,NC_027823.1,1310424.0,Verticillium dahliae partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[4145],['Olea'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_028250.1,NC_028250.1,1573459.0,Rosellinia necatrix partitivirus 6,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_028251.1,NC_028251.1,1573459.0,Rosellinia necatrix partitivirus 6,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Betapartitivirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_028467.1,NC_028467.1,1755752.0,Penicillium aurantiogriseum fusarivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Alphafusarivirus,[36655],['Penicillium aurantiogriseum'],Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Biota,Biota,Fungi,,Fungi
NC_028470.1,NC_028470.1,1755785.0,Pleospora typhicola fusarivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Alphafusarivirus,[1075110],['Pleospora typhicola'],Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Biota,Biota,Fungi,,Fungi
NC_028494.1,NC_028494.1,1756157.0,Penicillium aurantiogriseum partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[36655],['Penicillium aurantiogriseum'],Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Biota,Biota,Fungi,,Fungi
NC_028499.1,NC_028499.1,1756157.0,Penicillium aurantiogriseum partitivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Unclassified,[36655],['Penicillium aurantiogriseum'],Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Biota,Biota,Fungi,,Fungi
NC_029056.1,NC_029056.1,1766767.0,Alternaria brassicicola fusarivirus 1,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Betafusarivirus,[29001],['Alternaria brassicicola'],Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Biota,Biota,Fungi,,Fungi
