,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_003832.1,NC_003832.1,1933300.0,Watermelon silver mottle orthotospovirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,[3654],['Citrullus lanatus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003841.1,NC_003841.1,1933300.0,Watermelon silver mottle orthotospovirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,[3654],['Citrullus lanatus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004293.1,NC_004293.1,11631.0,Tacaribe mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[9416],['Artibeus'],Metazoa,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_005894.1,NC_005894.1,49891.0,Pirital mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[134742],['Sigmodon alstoni'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Biota,Biota,Chordata,Rodentia,Rodentia
NC_005897.1,NC_005897.1,49891.0,Pirital mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[134742],['Sigmodon alstoni'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Biota,Biota,Chordata,Rodentia,Rodentia
NC_006313.1,NC_006313.1,2907957.0,Sabia virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006317.1,NC_006317.1,2907957.0,Sabia virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006318.1,NC_006318.1,206160.0,Sandfly fever Naples virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phlebovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006319.1,NC_006319.1,206160.0,Sandfly fever Naples virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phlebovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006320.1,NC_006320.1,206160.0,Sandfly fever Naples virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phlebovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006433.1,NC_006433.1,93830.0,Hantavirus Z10,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006435.1,NC_006435.1,93830.0,Hantavirus Z10,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006437.1,NC_006437.1,93830.0,Hantavirus Z10,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006572.1,NC_006572.1,300180.0,Mopeia Lassa virus reassortant 29,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Arenavirus,[9534],['Chlorocebus aethiops'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
NC_006575.1,NC_006575.1,300175.0,Mopeia virus AN20410,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10112],['Mastomys natalensis'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mastomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_007903.1,NC_007903.1,55097.0,Mobala mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10111],['Praomys'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Praomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_007904.1,NC_007904.1,55097.0,Mobala mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10111],['Praomys'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Praomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_007905.1,NC_007905.1,55096.0,Ippy mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10111],['Praomys'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Praomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_007906.1,NC_007906.1,55096.0,Ippy mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10111],['Praomys'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Praomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_008300.1,NC_008300.1,89471.0,Melon yellow spot virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[455045, 138955, 3906, 3885, 56866, 3673, 3663, 3661, 37645, 3668, 3659, 3656, 260674, 102211, 63459, 66262, 3562, 161934, 221775, 46112, 45318, 4076, 4097, 4093, 35889, 4100, 4151, 4182, 68875, 4058, 34245]","['Abelmoschus esculentus', 'Vigna unguiculata subsp. sesquipedalis', 'Vicia faba', 'Phaseolus vulgaris', 'Luffa acutangula', 'Momordica charantia', 'Cucurbita pepo', 'Cucurbita maxima', 'Cucurbita ficifolia', 'Lagenaria siceraria', 'Cucumis sativus', 'Cucumis melo', 'Citrullus lanatus subsp. vulgaris', 'Benincasa hispida', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Spinacia oleracea', 'Beta vulgaris', 'Gomphrena globosa', 'Celosia argentea', 'Tetragonia tetragonoides', 'Datura stramonium', 'Nicotiana tabacum', 'Nicotiana rustica', 'Nicotiana glutinosa', 'Nicotiana benthamiana', 'Antirrhinum majus', 'Sesamum indicum', 'Torenia fournieri', 'Catharanthus roseus', 'Zinnia elegans']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008301.1,NC_008301.1,163325.0,Capsicum chlorosis virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[4081, 4100]","['Solanum lycopersicum', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008302.1,NC_008302.1,163325.0,Capsicum chlorosis virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[4081, 4100]","['Solanum lycopersicum', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008303.1,NC_008303.1,163325.0,Capsicum chlorosis virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[4081, 4100]","['Solanum lycopersicum', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008306.1,NC_008306.1,89471.0,Melon yellow spot virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[455045, 138955, 3906, 3885, 56866, 3673, 3663, 3661, 37645, 3668, 3659, 3656, 260674, 102211, 63459, 66262, 3562, 161934, 221775, 46112, 45318, 4076, 4097, 4093, 35889, 4100, 4151, 4182, 68875, 4058, 34245]","['Abelmoschus esculentus', 'Vigna unguiculata subsp. sesquipedalis', 'Vicia faba', 'Phaseolus vulgaris', 'Luffa acutangula', 'Momordica charantia', 'Cucurbita pepo', 'Cucurbita maxima', 'Cucurbita ficifolia', 'Lagenaria siceraria', 'Cucumis sativus', 'Cucumis melo', 'Citrullus lanatus subsp. vulgaris', 'Benincasa hispida', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Spinacia oleracea', 'Beta vulgaris', 'Gomphrena globosa', 'Celosia argentea', 'Tetragonia tetragonoides', 'Datura stramonium', 'Nicotiana tabacum', 'Nicotiana rustica', 'Nicotiana glutinosa', 'Nicotiana benthamiana', 'Antirrhinum majus', 'Sesamum indicum', 'Torenia fournieri', 'Catharanthus roseus', 'Zinnia elegans']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008307.1,NC_008307.1,89471.0,Melon yellow spot virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[455045, 138955, 3906, 3885, 56866, 3673, 3663, 3661, 37645, 3668, 3659, 3656, 260674, 102211, 63459, 66262, 3562, 161934, 221775, 46112, 45318, 4076, 4097, 4093, 35889, 4100, 4151, 4182, 68875, 4058, 34245]","['Abelmoschus esculentus', 'Vigna unguiculata subsp. sesquipedalis', 'Vicia faba', 'Phaseolus vulgaris', 'Luffa acutangula', 'Momordica charantia', 'Cucurbita pepo', 'Cucurbita maxima', 'Cucurbita ficifolia', 'Lagenaria siceraria', 'Cucumis sativus', 'Cucumis melo', 'Citrullus lanatus subsp. vulgaris', 'Benincasa hispida', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Spinacia oleracea', 'Beta vulgaris', 'Gomphrena globosa', 'Celosia argentea', 'Tetragonia tetragonoides', 'Datura stramonium', 'Nicotiana tabacum', 'Nicotiana rustica', 'Nicotiana glutinosa', 'Nicotiana benthamiana', 'Antirrhinum majus', 'Sesamum indicum', 'Torenia fournieri', 'Catharanthus roseus', 'Zinnia elegans']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009894.1,NC_009894.1,70566.0,Akabane virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,"[9940, 9925, 9913]","['Ovis aries', 'Capra hircus', 'Bos taurus']",Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_009895.1,NC_009895.1,70566.0,Akabane virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,"[9940, 9925, 9913]","['Ovis aries', 'Capra hircus', 'Bos taurus']",Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_009896.1,NC_009896.1,70566.0,Akabane virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,"[9940, 9925, 9913]","['Ovis aries', 'Capra hircus', 'Bos taurus']",Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_010248.1,NC_010248.1,42764.0,Oliveros mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10080],['Bolomys'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Bolomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010249.1,NC_010249.1,144752.0,Allpahuayo mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,"[48012, 48011]","['Oecomys roberti', 'Oecomys bicolor']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010250.1,NC_010250.1,42764.0,Oliveros mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[10080],['Bolomys'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Bolomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010252.1,NC_010252.1,208899.0,Cupixi mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010253.1,NC_010253.1,144752.0,Allpahuayo mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,"[48012, 48011]","['Oecomys roberti', 'Oecomys bicolor']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010254.1,NC_010254.1,208899.0,Cupixi mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010256.1,NC_010256.1,192848.0,Bear Canyon mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[42520],['Peromyscus californicus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010489.1,NC_010489.1,460926.0,Tomato zonate spot virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[4081, 4093]","['Solanum lycopersicum', 'Nicotiana rustica']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010490.1,NC_010490.1,460926.0,Tomato zonate spot virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,"[4081, 4093]","['Solanum lycopersicum', 'Nicotiana rustica']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010562.1,NC_010562.1,499556.0,Chapare mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_010563.1,NC_010563.1,499556.0,Chapare mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_010700.1,NC_010700.1,46919.0,Whitewater Arroyo mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,"[42408, 42407]","['Neotoma albigula', 'Neotoma']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010701.1,NC_010701.1,45223.0,Tamiami mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[42415],['Sigmodon hispidus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010702.1,NC_010702.1,45223.0,Tamiami mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[42415],['Sigmodon hispidus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010703.1,NC_010703.1,46919.0,Whitewater Arroyo mammarenavirus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,"[42408, 42407]","['Neotoma albigula', 'Neotoma']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Biota,Biota,Chordata,Rodentia,Rodentia
NC_010704.1,NC_010704.1,1980493.0,Thottopalayam virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Thottimvirus,[9378],['Suncus murinus'],Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_010707.1,NC_010707.1,1980493.0,Thottopalayam virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Thottimvirus,[9378],['Suncus murinus'],Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_010708.1,NC_010708.1,1980493.0,Thottopalayam virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Thottimvirus,[9378],['Suncus murinus'],Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_010756.1,NC_010756.1,2905947.0,Parana virus,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,[530180],['Sooretamys angouya'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Sooretamys,Biota,Biota,Chordata,Rodentia,Rodentia
