,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
AF389463.1,AF389463.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389464.1,AF389464.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389466.1,AF389466.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389467.1,AF389467.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389468.1,AF389468.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389469.1,AF389469.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389470.1,AF389470.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AF389471.1,AF389471.1,165803.0,Lymantria dispar cypovirus 1,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[13123],['Lymantria dispar'],Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Biota,Biota,Invertebrate,,Invertebrate
AM744997.1,AM744997.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM744998.1,AM744998.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM744999.1,AM744999.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM745000.1,AM745000.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM745001.1,AM745001.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM745002.1,AM745002.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM745003.1,AM745003.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
AM745004.1,AM745004.1,10910.0,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,"[9874, 9872, 9891]","['Odocoileus virginianus', 'Odocoileus hemionus', 'Antilocapra americana']",Metazoa,Chordata,Mammalia,Artiodactyla,Unclassified,Unclassified,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
FN563984.1,FN563984.1,566568.0,Rice black-streaked dwarf virus 2,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[4530],['Oryza sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002557.1,NC_002557.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002558.1,NC_002558.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002559.1,NC_002559.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002561.1,NC_002561.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002562.1,NC_002562.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002563.1,NC_002563.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002564.1,NC_002564.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002565.1,NC_002565.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_002567.1,NC_002567.1,134606.0,Trichoplusia ni cypovirus 15,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[7111],['Trichoplusia ni'],Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Biota,Biota,Invertebrate,,Invertebrate
NC_003652.1,NC_003652.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003653.1,NC_003653.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003655.1,NC_003655.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003656.1,NC_003656.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003657.1,NC_003657.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003658.1,NC_003658.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003659.1,NC_003659.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003660.1,NC_003660.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003661.1,NC_003661.1,33724.0,Nilaparvata lugens reovirus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,[108931],['Nilaparvata lugens'],Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,Biota,Biota,Invertebrate,,Invertebrate
NC_003729.1,NC_003729.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003730.1,NC_003730.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003731.1,NC_003731.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003732.1,NC_003732.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003733.1,NC_003733.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003734.1,NC_003734.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003735.1,NC_003735.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003736.1,NC_003736.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003737.1,NC_003737.1,10990.0,Rice black streaked dwarf virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,"[4577, 4565, 4513, 4498, 4530]","['Zea mays', 'Triticum aestivum', 'Hordeum vulgare', 'Avena sativa', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003750.1,NC_003750.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003751.1,NC_003751.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003752.1,NC_003752.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003757.1,NC_003757.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003758.1,NC_003758.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003759.1,NC_003759.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003769.1,NC_003769.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003770.1,NC_003770.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003771.1,NC_003771.1,42475.0,Rice ragged stunt virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Oryzavirus,"[4529, 4536, 4534]","['Oryza rufipogon', 'Oryza nivara', 'Oryza latifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004199.1,NC_004199.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004205.1,NC_004205.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004207.1,NC_004207.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004208.1,NC_004208.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004209.1,NC_004209.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004210.1,NC_004210.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004212.1,NC_004212.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004213.1,NC_004213.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004214.1,NC_004214.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_004216.1,NC_004216.1,104580.0,Kadipiro virus,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Seadornavirus,"[124917, 74873]","['Armigeres subalbatus', 'Anopheles sinensis']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_005167.1,NC_005167.1,185782.0,Aquareovirus C,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,"[90988, 28800]","['Pimephales promelas', 'Notemigonus crysoleucas']",Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Unclassified,Biota,Biota,Chordata,Fish,Fish
NC_005168.1,NC_005168.1,185782.0,Aquareovirus C,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,"[90988, 28800]","['Pimephales promelas', 'Notemigonus crysoleucas']",Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Unclassified,Biota,Biota,Chordata,Fish,Fish
NC_005169.1,NC_005169.1,185782.0,Aquareovirus C,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,"[90988, 28800]","['Pimephales promelas', 'Notemigonus crysoleucas']",Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Unclassified,Biota,Biota,Chordata,Fish,Fish
