,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_001549.1,NC_001549.1,11723.0,Simian immunodeficiency virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,"[9598, 9534, 9527]","['Pan troglodytes', 'Chlorocebus aethiops', 'Cercopithecidae']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_001550.1,NC_001550.1,11855.0,Mason-Pfizer monkey virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,[9544],['Macaca mulatta'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
NC_001574.1,NC_001574.1,31559.0,Cacao swollen shoot virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[3641],['Theobroma cacao'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001618.1,NC_001618.1,354090.0,UR2 sarcoma virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[8976],['Galliformes'],Metazoa,Chordata,Aves,Galliformes,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_001634.1,NC_001634.1,35593.0,Peanut chlorotic streak virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Soymovirus,"[3818, 4097]","['Arachis hypogaea', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001648.1,NC_001648.1,38062.0,Cassava vein mosaic virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Cavemovirus,[3983],['Manihot esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001654.1,NC_001654.1,36370.0,Jembrana disease virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9906],['Bos javanicus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_001722.1,NC_001722.1,11709.0,Human immunodeficiency virus 2,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_001725.1,NC_001725.1,47903.0,Strawberry vein banding virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[3746],['Fragaria'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001739.2,NC_001739.2,10651.0,Soybean chlorotic mottle virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Soymovirus,"[3917, 3885, 35936, 3847]","['Vigna unguiculata', 'Phaseolus vulgaris', 'Lablab purpureus', 'Glycine max']",Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001815.1,NC_001815.1,33748.0,Simian T-lymphotropic virus 2,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,[9597],['Pan paniscus'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Biota,Biota,Chordata,Primates,Primates
NC_001831.1,NC_001831.1,207343.0,Bovine foamy virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Bovispumavirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_001885.3,NC_001885.3,11840.0,Gibbon ape leukemia virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9577],['Hylobatidae'],Metazoa,Chordata,Mammalia,Primates,Hylobatidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_001914.1,NC_001914.1,10654.0,Rice tungro bacilliform virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Tungrovirus,[4530],['Oryza sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001940.1,NC_001940.1,11768.0,Feline leukemia virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9681],['Felidae'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Unclassified,Biota,Biota,Chordata,Carnivora,Carnivora
NC_003031.1,NC_003031.1,362398.0,Sugarcane bacilliform IM virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[154766, 62334, 4547, 128810, 152679]","['Saccharum sinense', 'Saccharum robustum', 'Saccharum officinarum', 'Saccharum hybrid cultivar', 'Saccharum barberi']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003059.1,NC_003059.1,168238.0,Porcine endogenous retrovirus E,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_003138.2,NC_003138.2,172220.0,Blueberry red ringspot virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Soymovirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003323.1,NC_003323.1,194443.0,Primate T-lymphotropic virus 3,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,"[9443, 9530]","['Primates', 'Cercocebus torquatus']",Metazoa,Chordata,Mammalia,Primates,Unclassified,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_003378.1,NC_003378.1,107324.0,Tobacco vein clearing virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Solendovirus,"[1926302, 35889, 4085]","['Nicotiana x edwardsonii', 'Nicotiana glutinosa', 'Nicotiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003381.1,NC_003381.1,328671.0,Banana streak OL virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[89151, 4641, 4640]","['Musa x paradisiaca', 'Musa acuminata', 'Musa']",Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003382.1,NC_003382.1,174178.0,Citrus yellow mosaic virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[2711, 37334, 171249, 43166]","['Citrus sinensis', 'Citrus maxima', 'Citrus limonia', 'Citrus aurantium']",Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003498.1,NC_003498.1,10640.0,Carnation etched ring virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[3570],['Dianthus caryophyllus'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003554.1,NC_003554.1,10649.0,Figwort mosaic virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[46031],['Scrophularia californica'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004036.1,NC_004036.1,194445.0,Mirabilis mosaic virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[3537],['Mirabilis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004324.3,NC_004324.3,175814.0,Cestrum yellow leaf curling virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Soymovirus,[142762],['Cestrum parqui'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004455.1,NC_004455.1,159122.0,Simian immunodeficiency virus SIV-mnd 2,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9561],['Mandrillus sphinx'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Biota,Biota,Chordata,Primates,Primates
NC_004540.1,NC_004540.1,218387.0,Kalanchoe top-spotting virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[45339],['Kalanchoe blossfeldiana'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006955.1,NC_006955.1,1476909.0,Banana streak MY virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4640],['Musa'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007002.1,NC_007002.1,328670.0,Banana streak GF virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[214693],['Musa ABB Group'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007003.1,NC_007003.1,1411991.0,Banana streak VN virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[214693, 4641]","['Musa ABB Group', 'Musa acuminata']",Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008018.1,NC_008018.1,334778.0,Banana streak virus Acuminata Yunnan,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[214697],['Musa acuminata AAA Group'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008034.1,NC_008034.1,380669.0,Dracaena mottle virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[326070],['Dracaena sanderiana'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008094.1,NC_008094.1,11884.0,Y73 sarcoma virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[8976],['Galliformes'],Metazoa,Chordata,Aves,Galliformes,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_009424.5,NC_009424.5,11970.0,Woolly monkey sarcoma virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9518],['Lagothrix'],Metazoa,Chordata,Mammalia,Primates,Atelidae,Lagothrix,Biota,Biota,Chordata,Primates,Primates
NC_010737.1,NC_010737.1,515320.0,Lamium leaf distortion virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[53163],['Lamium maculatum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010738.1,NC_010738.1,515444.0,Eupatorium vein clearing virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[13516],['Eupatorium'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011097.1,NC_011097.1,549205.0,Cycad leaf necrosis virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[3296, 58020]","['Cycadopsida', 'Cycadophyta']",Viridiplantae,Streptophyta,Unclassified,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011546.1,NC_011546.1,481147.0,Simian T-cell lymphotropic virus 6,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,[36226],['Cercopithecus mona'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Biota,Biota,Chordata,Primates,Primates
NC_011592.1,NC_011592.1,263892.0,Bougainvillea chlorotic vein banding virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[146096],['Bougainvillea spectabilis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012728.1,NC_012728.1,647294.0,Sweet potato badnavirus B,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013262.1,NC_013262.1,671126.0,Pelargonium vein banding virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4031],['Pelargonium x hortorum'],Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013455.1,NC_013455.1,1960253.0,Sugarcane bacilliform Guadeloupe D virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[4547, 128810]","['Saccharum officinarum', 'Saccharum hybrid cultivar']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_014474.1,NC_014474.1,723802.0,Simian retrovirus 4,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,[9541],['Macaca fascicularis'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
NC_014648.1,NC_014648.1,2033633.0,Pineapple bacilliform CO virus,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4615],['Ananas comosus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Biota,Biota,Viridiplantae,,Viridiplantae
