,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_001513.1,NC_001513.1,12153.0,Ononis yellow mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,[58889],['Ononis'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001642.1,NC_001642.1,35286.0,Bamboo mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[4513, 58923]","['Hordeum vulgare', 'Bambusa oldhamii']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001658.1,NC_001658.1,39046.0,Cassava common mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[3983, 4100]","['Manihot esculenta', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001746.1,NC_001746.1,12158.0,Kennedya yellow mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,"[76709, 53889, 53866]","['Kennedia rubicunda', 'Indigofera australis', 'Desmodium']",Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001748.1,NC_001748.1,12181.0,Papaya mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[3649, 108055]","['Carica papaya', 'Ullucus tuberosus']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001749.2,NC_001749.2,28347.0,Apple stem grooving virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Capillovirus,[3752],['Malus sylvestris'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001753.1,NC_001753.1,12177.0,Clover yellow mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[283210, 3908, 3898, 3888, 3879, 3559, 13274]","['Malus pumila', 'Vicia sativa', 'Trifolium', 'Pisum sativum', 'Medicago sativa', 'Chenopodium album', 'Stellaria media']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001793.1,NC_001793.1,56879.0,Oat blue dwarf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Marafivirus,"[4513, 4498]","['Hordeum vulgare', 'Avena sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001800.1,NC_001800.1,150284.0,Garlic virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001812.1,NC_001812.1,12178.0,Cymbidium mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[38198, 36459, 123155, 38234, 38236, 78858, 45173, 160533, 28471, 112603, 120015, 141750]","['Vanda', 'Phalaenopsis', 'Laelia', 'Epidendrum', 'Cattleya', 'Zygopetalum', 'Oncidium', 'Cymbidium iridioides', 'Cymbidium hybrid cultivar', 'Cymbidium aloifolium', 'Phaius tancarvilleae', 'Pholidota imbricata']",Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001946.1,NC_001946.1,65467.0,Cherry green ring mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Robigovirus,"[151421, 3760, 140311, 42229, 36596]","['Prunus serrulata var. lannesiana', 'Prunus persica', 'Prunus cerasus', 'Prunus avium', 'Prunus armeniaca']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001977.1,NC_001977.1,12152.0,Erysimum latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,[65352],['Erysimum'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002164.1,NC_002164.1,113553.0,Poinsettia mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Unclassified,"[37495, 4100]","['Euphorbia pulcherrima', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002468.1,NC_002468.1,129143.0,Cherry necrotic rusty mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Robigovirus,"[3760, 140311, 42229, 36596]","['Prunus persica', 'Prunus cerasus', 'Prunus avium', 'Prunus armeniaca']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002500.1,NC_002500.1,131226.0,Cherry mottle leaf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Trichovirus,[42229],['Prunus avium'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002552.1,NC_002552.1,104263.0,Hop latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[3486],['Humulus lupulus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002588.1,NC_002588.1,71030.0,Chayote mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,[184140],['Sicyos edulis'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sicyos,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002729.1,NC_002729.1,148879.0,Banmivirus BanMMV,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Banmivirus,[214693],['Musa ABB Group'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002786.2,NC_002786.2,59749.0,Maize rayado fino virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Marafivirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002795.1,NC_002795.1,101764.0,Aconitum latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[46246],['Delphinium'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002815.2,NC_002815.2,112227.0,Cactus virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[176265],['Selenicereus undatus'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003093.1,NC_003093.1,104664.0,Indian citrus ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[2706],['Citrus'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003347.1,NC_003347.1,103722.0,Grapevine fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003375.1,NC_003375.1,12433.0,Garlic virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003376.1,NC_003376.1,12431.0,Garlic virus C,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003499.1,NC_003499.1,31722.0,Blueberry scorch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,"[63459, 66262, 13750, 69266]","['Chenopodium quinoa', 'Chenopodium amaranticolor', 'Vaccinium macrocarpon', 'Vaccinium corymbosum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003602.1,NC_003602.1,35289.0,Grapevine virus B,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Vitivirus,"[29760, 200313]","['Vitis vinifera', 'Nicotiana occidentalis']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003632.1,NC_003632.1,12182.0,Potato aucuba mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003689.1,NC_003689.1,42882.0,Cherry virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Capillovirus,[42229],['Prunus avium'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003795.1,NC_003795.1,31770.0,Shallot virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,[28911],['Allium cepa var. aggregatum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003820.1,NC_003820.1,12188.0,White clover mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[3898],['Trifolium'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003870.1,NC_003870.1,167927.0,Sugarcane striate mosaic-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Sustrivirus,"[4547, 128810]","['Saccharum officinarum', 'Saccharum hybrid cultivar']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004012.1,NC_004012.1,150285.0,Garlic virus E,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004063.1,NC_004063.1,12154.0,Turnip yellow mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,"[82359, 51351, 3705]","['Cardamine lilacina', 'Brassica rapa subsp. pekinensis', 'Brassica']",Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004067.1,NC_004067.1,112229.0,Pepino mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[221775, 205567, 4081, 81866, 4100]","['Gomphrena globosa', 'Solanum muricatum', 'Solanum lycopersicum', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004322.1,NC_004322.1,167132.0,Tulip virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[13306],['Tulipa gesneriana'],Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Tulipa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005132.1,NC_005132.1,174142.0,Botrytis virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Botrexvirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
NC_005138.1,NC_005138.1,12173.0,Lily symptomless virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[4688],['Lilium'],Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005343.1,NC_005343.1,12166.0,Poplar mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,"[3689, 118703]","['Populus', 'Nicotiana megalosiphon']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006059.1,NC_006059.1,253701.0,Zygocactus virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[3594],['Schlumbergera'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Schlumbergera,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006550.1,NC_006550.1,263004.0,Sweet potato chlorotic fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006943.1,NC_006943.1,112228.0,Hydrangea ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[63459, 23109]","['Chenopodium quinoa', 'Hydrangea']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006948.1,NC_006948.1,301865.0,Mint virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[241069],['Mentha x gracilis'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006950.1,NC_006950.1,312008.0,Citrus sudden death-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Marafivirus,[2711],['Citrus sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007289.1,NC_007289.1,12169.0,Potato virus S,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007415.1,NC_007415.1,213034.0,Sclerotinia sclerotiorum debilitation-associated RNA virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Sclerodarnavirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_007609.1,NC_007609.1,70823.0,Dulcamara mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,[45834],['Solanum dulcamara'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007679.1,NC_007679.1,333348.0,Nerine virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[180152, 51427, 63459]","['Nerine sarniensis', 'Agapanthus campanulatus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007731.1,NC_007731.1,85454.0,Alternanthera mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[103543],['Phlox stolonifera'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008020.1,NC_008020.1,216614.0,Daphne virus S,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[329675],['Daphne odora'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008251.1,NC_008251.1,392174.0,Malva mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[183277, 63459]","['Malva neglecta', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008266.1,NC_008266.1,160844.0,Narcissus common latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[391288],['Narcissus tazetta subsp. chinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Narcissus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008292.1,NC_008292.1,379892.0,Passiflora latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,"[78168, 63459, 46091]","['Passiflora edulis', 'Chenopodium quinoa', 'Chenopodiastrum murale']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008552.1,NC_008552.1,367682.0,Narcissus symptomless virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[39639],['Narcissus pseudonarcissus'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Narcissus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009383.1,NC_009383.1,436066.0,Phlox virus S,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,[103543],['Phlox stolonifera'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009892.1,NC_009892.1,471498.0,Peach chlorotic mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Foveavirus,[3760],['Prunus persica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010295.1,NC_010295.1,457382.0,Phaius virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[679630],['Phaius flavus'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Phaius,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010305.1,NC_010305.1,478550.0,Ligustrum necrotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Carlavirus,"[66262, 46072]","['Chenopodium amaranticolor', 'Ligustrum japonicum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010416.1,NC_010416.1,445435.0,Asparagus virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,"[4686, 130426, 63459]","['Asparagus officinalis', 'Allium chinense', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010434.1,NC_010434.1,365150.0,Lolium latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Lolavirus,"[480553, 4100]","['Lolium multiflorum x Lolium perenne', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010832.1,NC_010832.1,447171.0,Lettuce virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,[4236],['Lactuca sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011062.1,NC_011062.1,36403.0,Potato virus T,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Tepovirus,"[147035, 50475, 66262, 108055, 4113, 50514]","['Tropaeolum tuberosum', 'Oxalis tuberosa', 'Chenopodium amaranticolor', 'Ullucus tuberosus', 'Solanum tuberosum', 'Solanum demissum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011086.1,NC_011086.1,547467.0,Diascia yellow mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,[255860],['Diascia'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Diascia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011106.1,NC_011106.1,516956.0,Grapevine virus E,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Vitivirus,[2599121],['Vitis x labruscana'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011537.1,NC_011537.1,312273.0,Scrophularia mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,"[4100, 90363]","['Nicotiana benthamiana', 'Scrophularia nodosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
