,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
DQ848678.1,DQ848678.1,12663.0,Feline coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
EF065508.1,EF065508.1,424362.0,Bat coronavirus HKU4-4,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[258959],['Tylonycteris pachypus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Biota,Biota,Chordata,Chiroptera,Chiroptera
EF065510.1,EF065510.1,424364.0,Bat coronavirus HKU5-2,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[105295],['Pipistrellus abramus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Biota,Biota,Chordata,Chiroptera,Chiroptera
EF065515.1,EF065515.1,424369.0,Bat coronavirus HKU9-3,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9408],['Rousettus leschenaultii'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Biota,Biota,Chordata,Chiroptera,Chiroptera
EU420137.1,EU420137.1,393768.0,Bat coronavirus 1B,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[258934],['Miniopterus pusillus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
EU420138.1,EU420138.1,694000.0,Miniopterus bat coronavirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9432],['Miniopterus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
FJ647224.1,FJ647224.1,502104.0,Murine coronavirus MHV-3,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
FJ938052.1,FJ938052.1,627432.0,Feline coronavirus UU11,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
FJ938053.1,FJ938053.1,454955.0,Feline coronavirus UU7,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
FJ938058.1,FJ938058.1,627434.0,Feline coronavirus UU16,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
FN430414.1,FN430414.1,658929.0,Infectious bronchitis virus ITA/90254/2005,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
FN430415.1,FN430415.1,658930.0,Infectious bronchitis virus NGA/A116E7/2006,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
HM211101.1,HM211101.1,875613.0,Bat coronavirus HKU9-10-2,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9408],['Rousettus leschenaultii'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Biota,Biota,Chordata,Chiroptera,Chiroptera
JF792616.1,JF792616.1,31632.0,Rat coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,"[10116, 10114]","['Rattus norvegicus', 'Rattus']",Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
JX993988.1,JX993988.1,1283333.0,Bat coronavirus Cp/Yunnan2011,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[478698],['Chaerephon plicatus'],Metazoa,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Biota,Biota,Chordata,Chiroptera,Chiroptera
KC807173.1,KC807173.1,1332247.0,Kamphang Phet virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Mesoniviridae,Alphamesonivirus,"[7160, 7157]","['Aedes albopictus', 'Culicidae']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
KF569996.1,KF569996.1,1487703.0,Rhinolophus affinis coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[59477],['Rhinolophus affinis'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Biota,Biota,Chordata,Chiroptera,Chiroptera
KF793824.1,KF793824.1,1433215.0,Bottlenose dolphin coronavirus HKU22,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[79784],['Tursiops aduncus'],Metazoa,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KJ473821.1,KJ473821.1,1495253.0,BtVs-BetaCoV/SC2013,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[105273],['Vespertilio sinensis'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,Biota,Biota,Chordata,Chiroptera,Chiroptera
KJ769231.1,KJ769231.1,1525854.0,Swine deltacoronavirus OhioCVM1/2014,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
LN610099.1,LN610099.1,1245464.0,Guinea fowl coronavirus GfCoV/FR/2011,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,"[8997, 8990]","['Numididae sp.', 'Numididae']",Metazoa,Chordata,Aves,Galliformes,Numididae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_001451.1,NC_001451.1,11120.0,Infectious bronchitis virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
NC_001639.1,NC_001639.1,11048.0,Lactate dehydrogenase-elevating virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Gammaarterivirus,[10092],['Mus musculus domesticus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_001846.1,NC_001846.1,11138.0,Murine hepatitis virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_002306.3,NC_002306.3,11135.0,Feline infectious peritonitis virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9681],['Felidae'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Unclassified,Biota,Biota,Chordata,Carnivora,Carnivora
NC_003092.2,NC_003092.2,38143.0,Simian hemorrhagic fever virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Deltaarterivirus,"[9539, 9538, 9534]","['Macaca', 'Erythrocebus patas', 'Chlorocebus aethiops']",Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_003436.1,NC_003436.1,28295.0,Porcine epidemic diarrhea virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_006213.1,NC_006213.1,31631.0,Human coronavirus OC43,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_006577.2,NC_006577.2,290028.0,Human coronavirus HKU1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_009021.1,NC_009021.1,694006.0,Rousettus bat coronavirus HKU9,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,"[9408, 9397]","['Rousettus leschenaultii', 'Chiroptera']",Metazoa,Chordata,Mammalia,Chiroptera,Unclassified,Unclassified,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_009988.1,NC_009988.1,693998.0,Rhinolophus bat coronavirus HKU2,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[89399],['Rhinolophus sinicus'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_010438.1,NC_010438.1,694001.0,Miniopterus bat coronavirus HKU8,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9432],['Miniopterus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_010646.1,NC_010646.1,694015.0,Beluga whale coronavirus SW1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[9749],['Delphinapterus leucas'],Metazoa,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_010800.1,NC_010800.1,11152.0,Turkey coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,[9103],['Meleagris gallopavo'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Biota,Biota,Chordata,Aves,Aves
NC_011547.1,NC_011547.1,572288.0,Bulbul coronavirus HKU11-934,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,"[125283, 182897]","['Pycnonotus sinensis', 'Pycnonotus jocosus']",Metazoa,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Biota,Biota,Chordata,Aves,Aves
NC_014470.1,NC_014470.1,864596.0,Bat coronavirus BM48-31/BGR/2008,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[519037],['Rhinolophus blasii'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_015874.1,NC_015874.1,325676.0,Nam Dinh virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Mesoniviridae,Alphamesonivirus,[7157],['Culicidae'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_016991.1,NC_016991.1,1159907.0,White-eye coronavirus HKU16,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,[36297],['Zosteropidae'],Metazoa,Chordata,Aves,Passeriformes,Zosteropidae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_016992.1,NC_016992.1,1159906.0,Sparrow coronavirus HKU17,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,[9158],['Passeridae'],Metazoa,Chordata,Aves,Passeriformes,Passeridae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_016993.1,NC_016993.1,1159903.0,Magpie-robin coronavirus HKU18,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,"[36291, 343929]","['Muscicapidae', 'Copsychus saularis']",Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_016994.1,NC_016994.1,1159904.0,Night heron coronavirus HKU19,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,"[8900, 8899]","['Nycticorax', 'Ardeidae']",Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_016995.1,NC_016995.1,1159908.0,Wigeon coronavirus HKU20,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,"[8838, 1526411]","['Mareca penelope', 'Mareca']",Metazoa,Chordata,Aves,Anseriformes,Anatidae,Mareca,Biota,Biota,Chordata,Aves,Aves
NC_016996.1,NC_016996.1,1159902.0,Common moorhen coronavirus HKU21,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,[9123],['Gallinula chloropus'],Metazoa,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Biota,Biota,Chordata,Aves,Aves
NC_017083.1,NC_017083.1,1160968.0,Rabbit coronavirus HKU14,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9986],['Oryctolagus cuniculus'],Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_018871.1,NC_018871.1,1241933.0,Rousettus bat coronavirus HKU10,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9397],['Chiroptera'],Metazoa,Chordata,Mammalia,Chiroptera,Unclassified,Unclassified,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_020900.1,NC_020900.1,1945561.0,Alphamesonivirus 3,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Mesoniviridae,Alphamesonivirus,"[139055, 325429]","['Uranotaenia', 'Uranotaenia']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Uranotaenia,Biota,Biota,Invertebrate,,Invertebrate
NC_022103.1,NC_022103.1,1384461.0,Bat coronavirus CDPHE15/USA/2006,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[59463],['Myotis lucifugus'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_022787.1,NC_022787.1,237020.0,Porcine torovirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Tobaniviridae,Torovirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_023760.1,NC_023760.1,766791.0,Mink coronavirus strain WD1127,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[452646],['Neogale vison'],Metazoa,Chordata,Mammalia,Carnivora,Mustelidae,Neogale,Biota,Biota,Chordata,Carnivora,Carnivora
NC_023986.1,NC_023986.1,1482319.0,Casuarina virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Mesoniviridae,Alphamesonivirus,[569586],['Coquillettidia xanthogaster'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Biota,Biota,Invertebrate,,Invertebrate
NC_025112.1,NC_025112.1,1546177.0,Mikumi yellow baboon virus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Thetaarterivirus,[9556],['Papio cynocephalus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Biota,Biota,Chordata,Primates,Primates
NC_025113.1,NC_025113.1,1546178.0,Southwest baboon virus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Unclassified,[9555],['Papio anubis'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Biota,Biota,Chordata,Primates,Primates
NC_025217.1,NC_025217.1,1541205.0,Bat Hp-betacoronavirus/Zhejiang2013,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[188569],['Hipposideros pratti'],Metazoa,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_026011.1,NC_026011.1,1590370.0,Betacoronavirus HKU24,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_026439.1,NC_026439.1,1965064.0,African pouched rat arterivirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Lambdaarterivirus,[107265],['Cricetomys emini'],Metazoa,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_026509.1,NC_026509.1,1965063.0,DeBrazza's monkey arterivirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Iotaarterivirus,[36227],['Cercopithecus neglectus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Biota,Biota,Chordata,Primates,Primates
NC_026811.2,NC_026811.2,1118369.0,Wobbly possum disease virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Kappaarterivirus,[9337],['Trichosurus vulpecula'],Metazoa,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Biota,Biota,Chordata,Other Mammalia,Other Mammalia
NC_027124.1,NC_027124.1,1658615.0,Pebjah virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Iotaarterivirus,[9544],['Macaca mulatta'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
NC_027199.1,NC_027199.1,1631554.0,Bovine nidovirus TCH5,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Tobaniviridae,Bostovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_028752.1,NC_028752.1,1699095.0,Camel alphacoronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,"[9838, 9837]","['Camelus dromedarius', 'Camelus bactrianus']",Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_028806.1,NC_028806.1,1766554.0,Swine enteric coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[9823],['Sus scrofa'],Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_028811.1,NC_028811.1,1503289.0,BtMr-AlphaCoV/SAX2011,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[203696],['Myotis ricketti'],Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_028814.1,NC_028814.1,1503292.0,BtRf-AlphaCoV/HuB2013,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[59479],['Rhinolophus ferrumequinum'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_028824.1,NC_028824.1,1503293.0,BtRf-AlphaCoV/YN2012,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[59479],['Rhinolophus ferrumequinum'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_028963.1,NC_028963.1,1734441.0,Rat arterivirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Betaarterivirus,"[527686, 10030]","['Myodes rufocanus', 'Cricetulus longicaudatus']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
NC_029053.1,NC_029053.1,1823757.0,Kafue kinda chacma baboon virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Thetaarterivirus,"[36229, 208091]","['Papio ursinus', 'Papio kindae']",Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Biota,Biota,Chordata,Primates,Primates
NC_029992.1,NC_029992.1,1737586.0,Free State vervet virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Epsilonarterivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
NC_030292.1,NC_030292.1,1264898.0,Ferret coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,"[9669, 9668]","['Mustela putorius furo', 'Mustela putorius']",Metazoa,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Biota,Biota,Chordata,Carnivora,Carnivora
NC_030886.1,NC_030886.1,1892416.0,Rousettus bat coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,[9408],['Rousettus leschenaultii'],Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_032107.1,NC_032107.1,1920748.0,NL63-related bat coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[549403],['Triaenops afer'],Metazoa,Chordata,Mammalia,Chiroptera,Rhinonycteridae,Triaenops,Biota,Biota,Chordata,Chiroptera,Chiroptera
NC_032730.1,NC_032730.1,1508224.0,Lucheng Rn rat coronavirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,[10116],['Rattus norvegicus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_032987.1,NC_032987.1,1734441.0,Rat arterivirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Arteriviridae,Betaarterivirus,"[527686, 10030]","['Myodes rufocanus', 'Cricetulus longicaudatus']",Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Unclassified,Biota,Biota,Chordata,Rodentia,Rodentia
